,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
403,34,0.0,0.0,0.0,4,28:03:2013 ,1,14,43.7066066,-72.2870412,1364408075,False,0.0,,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
404,34,0.6451351827907489,5.402237337051992e-05,4.523729138378824e-09,4,28:03:2013 ,5,13,43.70661,-72.2870432,1364422416,False,0.0,14341.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
0,34,417.0903130566599,0.1737876304402749,7.24115126834479e-05,4,28:03:2013 ,5,53,43.7035714,-72.2960883,1364424816,True,1.0,2400.0,"Channing Cox Hall, 49, Thayer Drive, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Channing Cox Hall,us,124.0
1,34,2.3609605179629565,0.0038895560427725,6.407835325819737e-06,4,28:03:2013 ,22,43,43.7035794,-72.2960955,1364485423,False,0.0,60607.0,"Channing Cox Hall, 49, Thayer Drive, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Channing Cox Hall,us,124.0
425,34,692.2320218144207,0.38585954393223,0.0002150833578217,4,28:03:2013 ,23,13,43.7086225,-72.2836743,1364487217,True,1.0,1794.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,8.0
426,34,0.9059239567165932,0.0007549366305971,6.291138588309675e-07,4,28:03:2013 ,23,53,43.7086856,-72.283737,1364489616,False,0.0,2399.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,8.0
369,34,400.3393036673465,0.3333383044690645,0.0002775506282007,5,29:03:2013 ,0,13,43.705769,-72.2877903,1364490817,True,1.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,7.0
370,34,1.2216446434637125,0.0020092839530653,3.304743343857428e-06,5,29:03:2013 ,1,43,43.7057754,-72.2878252,1364496224,False,0.0,5407.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,7.0
269,34,237.0276691830138,0.3917812713768823,0.0006475723493832,5,29:03:2013 ,1,53,43.7040486,-72.2875881,1364496829,True,1.0,605.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
177,34,338.3051133850859,0.1417281581001616,5.9375013866846114e-05,5,29:03:2013 ,2,33,43.701584,-72.2879664,1364499216,True,1.0,2387.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,48.0
