,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
964,44,0.0,0.0,0.0,4,28:03:2013 ,1,52,43.7065971,-72.2870192,1364410337,False,0.0,,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,28.0
0,44,136.24738799250184,0.056746100788214,2.3634361011334448e-05,2,02:04:2013 ,2,24,43.7056831,-72.2914052,1364844299,True,1.0,433962.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,523.0
1,44,18.58548230942003,0.0154879019245166,1.2906584937097245e-05,2,02:04:2013 ,3,44,43.7055963,-72.2913506,1364849098,False,0.0,4799.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,523.0
523,44,31.36474924696473,0.0261372910391372,2.178107586594773e-05,2,02:04:2013 ,4,4,43.7053678,-72.2913587,1364850298,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,66.0
589,44,57.76052233910921,0.0481337686159243,4.011147384660361e-05,2,02:04:2013 ,4,24,43.7057886,-72.2913774,1364851498,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,184.0
1216,44,382.3168589943932,0.31780287530706,0.0002641752911945,2,02:04:2013 ,4,45,43.7085739,-72.28716,1364852701,True,1.0,1203.0,"5, Rope Ferry Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,,us,2.0
1217,44,0.2333440077630428,0.000194615519402,1.6231486188660334e-07,2,02:04:2013 ,5,24,43.7087136,-72.2870375,1364855098,False,0.0,2397.0,"5, Rope Ferry Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,,us,2.0
891,44,445.2793289934588,0.3707571432085419,0.0003087070301486,2,02:04:2013 ,5,44,43.7054696,-72.2911166,1364856299,True,1.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,8.0
1134,44,346.1402793025103,0.2884502327520919,0.00024037519396,2,02:04:2013 ,6,4,43.7029479,-72.2908532,1364857499,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,23.0
1209,44,159.10510571266678,0.132587588093889,0.0001104896567449,2,02:04:2013 ,6,24,43.7017888,-72.2893748,1364858699,True,1.0,1200.0,"Dartmouth Co-Op, 21, South Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",gift,shop,Dartmouth Co-Op,us,1.0
