,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
139,32,0.0,0.0,0.0,4,28:03:2013 ,0,58,43.7066157,-72.2870255,1364407095,False,0.0,,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,116.0
140,32,1.3589019103316304,0.0002460441626528,4.4549006455339335e-08,4,28:03:2013 ,3,38,43.7065943,-72.2870413,1364416681,False,0.0,9586.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,116.0
255,32,2.759387966958766,0.0023014078123092,1.919439376404696e-06,4,28:03:2013 ,4,58,43.6804431,-72.2939505,1364421487,False,0.0,4806.0,"36, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,95.0
117,32,40.18269397027263,0.0334855783085605,2.7904648590467103e-05,4,28:03:2013 ,5,18,43.6807358,-72.2936777,1364422687,True,1.0,1200.0,"42, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,22.0
256,32,37.64295904964768,0.031369132541373,2.6140943784477555e-05,4,28:03:2013 ,5,38,43.6804616,-72.2939884,1364423887,True,1.0,1200.0,"36, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,95.0
257,32,5.573687598475436,0.0046447396653961,3.870616387830164e-06,4,28:03:2013 ,5,58,43.6805022,-72.2939645,1364425087,False,0.0,1200.0,"36, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,95.0
464,32,23.090999755073963,0.0096212498979474,4.008854124144785e-06,4,28:03:2013 ,6,38,43.680334,-72.2941314,1364427487,True,1.0,2400.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,95.0
747,32,0.1784681240109413,0.0001487234366757,1.2393619722982037e-07,4,28:03:2013 ,8,58,43.6801883,-72.2942665,1364435887,False,0.0,8400.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,53.0
465,32,20.20807458430777,0.0084200310767949,3.5083462819978764e-06,4,28:03:2013 ,9,38,43.6803355,-72.2941202,1364438287,True,1.0,2400.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,95.0
466,32,0.0,0.0,0.0,4,28:03:2013 ,10,58,43.6803515,-72.2940981,1364443087,False,0.0,4800.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,95.0
258,32,32.61843004606167,0.0271820250383847,2.2651687531987272e-05,4,28:03:2013 ,11,18,43.6805891,-72.2938873,1364444287,True,1.0,1200.0,"36, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,95.0
467,32,24.985493861447623,0.0208212448845396,1.735103740378307e-05,4,28:03:2013 ,11,38,43.6804071,-72.2940867,1364445487,True,1.0,1200.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,95.0
118,32,33.38720364482649,0.027822669704022,2.3185558086685063e-05,4,28:03:2013 ,11,58,43.6806503,-72.2938293,1364446687,True,1.0,1200.0,"42, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,22.0
748,32,58.71593090242308,0.0489299424186859,4.077495201557159e-05,4,28:03:2013 ,12,18,43.6802226,-72.2942443,1364447887,True,1.0,1200.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,53.0
259,32,31.245623991152403,0.026038019992627,2.1698349993855835e-05,4,28:03:2013 ,12,38,43.6804502,-72.2940366,1364449087,True,1.0,1200.0,"36, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,95.0
260,32,0.0,0.0,0.0,4,28:03:2013 ,13,38,43.6805906,-72.2937873,1364452687,False,0.0,3600.0,"36, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,95.0
749,32,53.58155975519212,0.0223256498979967,9.302354124165298e-06,4,28:03:2013 ,14,18,43.6802003,-72.2942341,1364455087,True,1.0,2400.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,53.0
468,32,18.20374061957507,0.0151697838496458,1.2641486541371577e-05,4,28:03:2013 ,14,38,43.6803329,-72.2941355,1364456287,False,0.0,1200.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,95.0
687,32,41.50063401430918,0.0345838616785909,2.881988473215916e-05,4,28:03:2013 ,14,58,43.6806352,-72.2941379,1364457487,True,1.0,1200.0,"18, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,1.0
750,32,57.123451307299376,0.0476028760894161,3.966906340784679e-05,4,28:03:2013 ,15,18,43.6802191,-72.2942116,1364458687,True,1.0,1200.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,53.0
469,32,22.088848595379005,0.0184073738294825,1.5339478191235422e-05,4,28:03:2013 ,15,38,43.68038,-72.2940546,1364459887,True,1.0,1200.0,"North Main Street, East Wilder, Lebanon, Grafton County, New Hampshire, 05088, United States",primary,road,North Main Street,us,95.0
261,32,16.583783717159786,0.0138198197642998,1.1516516470249852e-05,4,28:03:2013 ,15,58,43.6805008,-72.2938265,1364461087,False,0.0,1200.0,"36, Indian Ridge Drive, East Wilder, Lebanon, Grafton County, New Hampshire, 03784, United States",house,place,,us,95.0
