,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
381,53,0.0,0.0,0.0,4,28:03:2013 ,2,56,43.7065903,-72.2870373,1364414218,False,0.0,,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,18.0
0,53,70.5392605680288,0.0588317435930181,4.906734244622033e-05,4,28:03:2013 ,3,16,43.7071042,-72.2889001,1364415417,True,1.0,1199.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
1,53,3.4590125320940315,0.0028825104434116,2.402092036176411e-06,4,28:03:2013 ,3,56,43.7071177,-72.2889394,1364417817,False,0.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
840,53,560.6822050932886,0.466846132467351,0.0003887145149603,4,28:03:2013 ,4,16,43.703033,-72.2906888,1364419018,True,1.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,63.0
841,53,2.9649357161063485,0.0024707797634219,2.058983136184964e-06,4,28:03:2013 ,4,56,43.703068,-72.2906009,1364421417,False,0.0,2399.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,63.0
2,53,560.984072113785,0.4674867267614875,0.0003895722723012,4,28:03:2013 ,5,16,43.7071549,-72.288857,1364422617,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
3,53,5.682662290202568,0.0047355519085021,3.946293257085117e-06,4,28:03:2013 ,20,16,43.7071872,-72.2889983,1364476617,False,0.0,54000.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
1112,53,254.1262085723247,0.1057537280783706,4.4009042063408514e-05,4,28:03:2013 ,20,57,43.7090386,-72.2840979,1364479020,True,1.0,2403.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,11.0
940,53,100.62619552348607,0.084065326251868,7.02300135771663e-05,4,28:03:2013 ,21,16,43.7083055,-72.2844273,1364480217,True,1.0,1197.0,"Dana Circle Parking Lot, 64, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Dana Circle Parking Lot,us,7.0
941,53,2.813860430659986,0.0023448836922166,1.95406974351388e-06,4,28:03:2013 ,22,56,43.7083103,-72.2843631,1364486217,False,0.0,6000.0,"Dana Circle Parking Lot, 64, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Dana Circle Parking Lot,us,7.0
1039,53,69.59147749472031,0.059632799909786,5.109922871446961e-05,4,28:03:2013 ,23,16,43.7088173,-72.2842018,1364487384,True,1.0,1167.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
960,53,49.55130783841872,0.0401875975980687,3.259334760589514e-05,4,28:03:2013 ,23,36,43.7084563,-72.2843953,1364488617,True,1.0,1233.0,"Dana Circle Parking Lot, 64, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Dana Circle Parking Lot,us,5.0
373,53,217.4229927038944,0.1810349647825931,0.0001507368566049,4,28:03:2013 ,23,56,43.7068723,-72.2873589,1364489818,True,1.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
925,53,510.3202260971752,0.4256215396973938,0.0003549804334423,5,29:03:2013 ,0,16,43.7031545,-72.2910274,1364491017,True,1.0,1199.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,15.0
842,53,5.3258995535705616,0.0044382496279754,3.698541356646223e-06,5,29:03:2013 ,0,36,43.7031933,-72.2907903,1364492217,False,0.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,63.0
4,53,544.8690795679216,0.4540575663066014,0.0003783813052555,5,29:03:2013 ,0,56,43.7071628,-72.2888903,1364493417,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
749,53,283.3660939506993,0.2361384116255827,0.0001967820096879,5,29:03:2013 ,1,16,43.7050984,-72.2893007,1364494617,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
5,53,284.9583374714822,0.2374652812262351,0.0001978877343551,5,29:03:2013 ,1,36,43.7071744,-72.2889043,1364495817,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
6,53,7.384715672353849,0.0061539297269615,5.128274772467951e-06,5,29:03:2013 ,4,16,43.707141,-72.2889085,1364505417,False,0.0,9600.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
843,53,558.9525859366435,0.4657938216138695,0.0003881615180115,5,29:03:2013 ,4,36,43.7030689,-72.2906554,1364506617,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,63.0
844,53,6.163222351792431,0.0051360186264936,4.280015522078078e-06,5,29:03:2013 ,5,16,43.7030492,-72.2905791,1364509017,False,0.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,63.0
7,53,563.3038657588623,0.4694198881323853,0.0003911832401103,5,29:03:2013 ,5,36,43.707153,-72.2889342,1364510217,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
8,53,5.064982255308612,0.0042313970386872,3.535001703163933e-06,5,29:03:2013 ,20,35,43.7071621,-72.288908,1364564144,False,0.0,53927.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
987,53,214.36171480573287,0.1783375331162503,0.0001483673320434,5,29:03:2013 ,20,55,43.7087238,-72.2842284,1364565346,True,1.0,1202.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,12.0
961,53,13.561407703440306,0.0113105985850211,9.433359954146043e-06,5,29:03:2013 ,21,15,43.708625,-72.2843529,1364566545,False,0.0,1199.0,"Dana Circle Parking Lot, 64, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Dana Circle Parking Lot,us,5.0
988,53,22.112777315842568,0.0184119711206016,1.53305338223161e-05,5,29:03:2013 ,21,35,43.7087861,-72.2842164,1364567746,True,1.0,1201.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,12.0
973,53,25.393321400474345,0.0211434815990627,1.760489725150935e-05,5,29:03:2013 ,21,55,43.7086011,-72.2842046,1364568947,True,1.0,1201.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,6.0
9,53,186.5387752821974,0.1557084935577607,0.0001299737007994,5,29:03:2013 ,22,15,43.7072421,-72.2889586,1364570145,True,1.0,1198.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
1005,53,596.4394931159634,0.495381638800634,0.0004114465438543,5,29:03:2013 ,22,35,43.7028969,-72.2909731,1364571349,True,1.0,1204.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,34.0
10,53,583.9760716674116,0.4882743074142237,0.0004082561098781,5,29:03:2013 ,22,55,43.7071513,-72.2888467,1364572545,True,1.0,1196.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
11,53,4.364944259375298,0.0036344248620943,3.0261655804282565e-06,5,29:03:2013 ,23,15,43.7071195,-72.2888717,1364573746,False,0.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
668,53,110.77101623708826,0.0922323199309644,7.679626971770558e-05,5,29:03:2013 ,23,35,43.7063125,-72.2890155,1364574947,True,1.0,1201.0,"Haldeman Center, 29, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Haldeman Center,us,14.0
595,53,16.84218138635247,0.0140351511552937,1.1695959296078102e-05,6,30:03:2013 ,0,35,43.7061741,-72.289228,1364578545,False,0.0,3598.0,"Haldeman Center, 29, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Haldeman Center,us,50.0
12,53,133.8998255317424,0.0557915939715593,2.3246497488149723e-05,6,30:03:2013 ,1,15,43.7071496,-72.2888542,1364580945,True,1.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
13,53,2.635438449641705,0.0021980304000347,1.8332196830982344e-06,6,30:03:2013 ,3,35,43.7070984,-72.2888932,1364589345,False,0.0,8400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
409,53,23.444411228131777,0.0195207420717167,1.625374027620043e-05,6,30:03:2013 ,3,55,43.7072692,-72.2890579,1364590546,True,1.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
845,53,577.9497269517772,0.4816247724598143,0.0004013539770498,6,30:03:2013 ,4,15,43.7030587,-72.2905411,1364591746,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,63.0
999,53,4.653301160533669,0.0038777509671113,3.2314591392594924e-06,6,30:03:2013 ,5,35,43.7031019,-72.2908617,1364596546,False,0.0,4800.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,4.0
14,53,553.7365117821797,0.4614470931518164,0.0003845392442931,6,30:03:2013 ,5,55,43.707136,-72.2888489,1364597746,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
15,53,0.2058935639906323,8.57175537013457e-05,3.5685909117962414e-08,6,30:03:2013 ,10,15,43.7071636,-72.2888698,1364613348,False,0.0,15602.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
1076,53,609.960433878373,0.2543621492403557,0.0001060726227024,6,30:03:2013 ,10,55,43.7027199,-72.2899575,1364615746,True,1.0,2398.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,8.0
1090,53,0.878501149291026,0.0007326948701343,6.11088298694162e-07,6,30:03:2013 ,11,15,43.7027135,-72.2898956,1364616945,False,0.0,1199.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,6.0
16,53,604.6072223497615,0.2519196759790673,0.0001049665316579,6,30:03:2013 ,11,55,43.7071182,-72.288936,1364619345,True,1.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
17,53,3.857073035259537,0.0032142275293829,2.678522941152457e-06,6,30:03:2013 ,23,35,43.7071376,-72.2888443,1364661346,False,0.0,42001.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,271.0
979,53,572.541888436262,0.4775161705056396,0.0003982620271106,6,30:03:2013 ,23,55,43.7029665,-72.2911289,1364662545,True,1.0,1199.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,8.0
