,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
264,15,14.138183704049496,0.0117818197533745,9.818183127812153e-06,3,27:03:2013 ,20,26,43.7051107,-72.2871233,1364390786,False,0.0,,"Wheeler Hall, 33, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Wheeler Hall,us,127.0
979,15,510.7813065938436,0.2126483374662129,8.85296991949263e-05,3,27:03:2013 ,21,6,43.7088319,-72.2839614,1364393188,True,1.0,2402.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,9.0
954,15,14.48105375726862,0.0120675447977238,1.005628733143654e-05,3,27:03:2013 ,22,6,43.7086716,-72.2836207,1364396786,False,0.0,3598.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,12.0
13,15,415.465773379835,0.3459332001497378,0.0002880376354285,3,27:03:2013 ,22,26,43.7056448,-72.2889278,1364397987,True,1.0,1201.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,8.0
0,15,18.475673153767502,0.0153963942948062,1.2830328579005212e-05,3,27:03:2013 ,23,6,43.7057152,-72.2888648,1364400386,False,0.0,2399.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,7.0
14,15,23.115183167291256,0.0192626526394093,1.6052210532841152e-05,3,27:03:2013 ,23,26,43.7055468,-72.2890567,1364401586,True,1.0,1200.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,8.0
15,15,7.357326232792475,0.0061311051939937,5.109254328328107e-06,4,28:03:2013 ,0,6,43.7056693,-72.2888951,1364403986,False,0.0,2400.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,8.0
1065,15,704.3093131212065,0.2933399888051672,0.0001221740894648,4,28:03:2013 ,0,46,43.7005383,-72.2893635,1364406387,True,1.0,2401.0,"USPS, South Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",post_box,amenity,USPS,us,1.0
890,15,306.1732059635156,0.2551443383029296,0.0002126202819191,4,28:03:2013 ,1,6,43.7027688,-72.2899761,1364407587,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,21.0
67,15,337.72635385927424,0.2816733560127391,0.0002349235663158,4,28:03:2013 ,1,26,43.7052292,-72.2870566,1364408786,True,1.0,1199.0,"Thel, Fayerweather Hill Road, Hanover, Grafton County, New Hampshire, 03755, United States",artwork,tourism,Thel,us,75.0
68,15,3.637494465723603,0.003031245388103,2.526037823419169e-06,4,28:03:2013 ,4,26,43.7051462,-72.2870435,1364419586,False,0.0,10800.0,"Thel, Fayerweather Hill Road, Hanover, Grafton County, New Hampshire, 03755, United States",artwork,tourism,Thel,us,75.0
625,15,51.693651382489655,0.0430780428187413,3.5898369015617814e-05,4,28:03:2013 ,4,46,43.7047696,-72.2871958,1364420786,True,1.0,1200.0,"Wheeler Hall, 33, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Wheeler Hall,us,32.0
