,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
0,52,0.0,0.0,0.0,3,27:03:2013 ,11,6,43.7066013,-72.2870488,1364357164,False,0.0,,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
1,52,1.6059749246070407,0.0013383124371725,1.115260364310445e-06,4,28:03:2013 ,9,7,43.7065901,-72.2870178,1364436445,False,0.0,79281.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
431,52,1776.451322997743,1.5016494699896392,0.0012693571174891,4,28:03:2013 ,9,27,43.6936486,-72.2846439,1364437628,True,1.0,1183.0,"10, Barrett Road, Hanover, Grafton County, New Hampshire, 03755, United States",house,building,,us,25.0
432,52,0.0,0.0,0.0,4,28:03:2013 ,21,47,43.6936484,-72.2846452,1364482045,False,0.0,44417.0,"10, Barrett Road, Hanover, Grafton County, New Hampshire, 03755, United States",house,building,,us,25.0
2,52,1777.1376390712703,0.7404740162796961,0.0003085308401165,4,28:03:2013 ,22,27,43.7065949,-72.2869807,1364484445,True,1.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
3,52,0.5765038168324444,0.0004804198473603,4.003498728003088e-07,4,28:03:2013 ,22,47,43.7065991,-72.2870335,1364485645,False,0.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
456,52,282.6499470254996,0.2355416225212496,0.0001962846854343,4,28:03:2013 ,23,7,43.7086583,-72.2836153,1364486845,True,1.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,5.0
481,52,9.772994744908052,0.0075176882653138,5.782837127164528e-06,4,28:03:2013 ,23,47,43.7087741,-72.2840537,1364489245,False,0.0,2400.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,1.0
4,52,295.64854643492504,0.2463737886957708,0.0002053114905798,5,29:03:2013 ,0,7,43.7066202,-72.2870919,1364490445,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
5,52,0.6451352835387264,0.0005283663255845,4.327324533861937e-07,5,29:03:2013 ,4,47,43.7065777,-72.2869876,1364507245,False,0.0,16800.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
386,52,46.394791862867024,0.0386301347734113,3.216497483214933e-05,5,29:03:2013 ,5,7,43.7069157,-72.2869268,1364508446,True,1.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,30.0
387,52,5.298335681176773,0.0044939233937037,3.8116398589514793e-06,5,29:03:2013 ,5,27,43.7068771,-72.2869226,1364509625,False,0.0,1179.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,30.0
6,52,42.20828511258919,0.034596955010319,2.835815984452378e-05,5,29:03:2013 ,5,47,43.7065696,-72.2870039,1364510845,True,1.0,1220.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
7,52,1.0157447204932355,0.0008615307213683,7.30730043569388e-07,5,29:03:2013 ,8,27,43.7066105,-72.2870196,1364520424,False,0.0,9579.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
433,52,1790.41176506874,0.4944522963459652,0.0001365513107831,5,29:03:2013 ,9,27,43.6935673,-72.2846628,1364524045,True,1.0,3621.0,"10, Barrett Road, Hanover, Grafton County, New Hampshire, 03755, United States",house,building,,us,25.0
434,52,0.0,0.0,0.0,5,29:03:2013 ,20,27,43.6936488,-72.2846454,1364563645,False,0.0,39600.0,"10, Barrett Road, Hanover, Grafton County, New Hampshire, 03755, United States",house,building,,us,25.0
465,52,2.8687550614902624,0.0023906292179085,1.992191014923793e-06,5,29:03:2013 ,22,7,43.7089492,-72.2840357,1364569645,False,0.0,6000.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,9.0
8,52,323.0184454467363,0.2753780438591102,0.0002347638907579,5,29:03:2013 ,22,26,43.7065959,-72.2870216,1364570818,True,1.0,1173.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
9,52,1.0569236392760997,0.0008613884590677,7.020280839997766e-07,6,30:03:2013 ,4,47,43.706597,-72.2870094,1364593645,False,0.0,22827.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,203.0
214,52,803.0006493840386,0.1338334415640064,2.230557359400108e-05,6,30:03:2013 ,6,27,43.700747,-72.2885472,1364599645,True,1.0,6000.0,"Hanover Park, 3, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",retail,building,Hanover Park,us,1.0
