,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
271,50,0.0,0.0,0.0,4,28:03:2013 ,0,42,43.7066024,-72.2870237,1364406170,False,0.0,,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
246,50,1.4000805643104484,0.001166733803592,9.722781696600336e-07,4,28:03:2013 ,1,22,43.7066186,-72.2870358,1364408577,False,0.0,2407.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,15.0
584,50,79.99662690909851,0.0005354239860589,3.583636659743584e-09,5,29:03:2013 ,18,53,43.7072014,-72.2907051,1364557985,True,1.0,149408.0,"Little Hall, 4.5, Choate Road, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Little Hall,us,202.0
585,50,0.6863117300157595,0.0005719264416797,4.766053680664996e-07,5,29:03:2013 ,19,33,43.7072006,-72.2907573,1364560385,False,0.0,2400.0,"Little Hall, 4.5, Choate Road, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Little Hall,us,202.0
948,50,335.7048299477581,0.3018928326868328,0.0002714863603298,5,29:03:2013 ,19,51,43.7047549,-72.2897694,1364561497,True,1.0,1112.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
786,50,215.1763596602388,0.1670623910405581,0.000129706825342,5,29:03:2013 ,20,13,43.7031873,-72.2873466,1364562785,True,1.0,1288.0,"Reed Hall, 15, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Reed Hall,us,40.0
787,50,3.761075061556206,0.0031368432540085,2.616216225194756e-06,5,29:03:2013 ,20,53,43.7030813,-72.2872982,1364565184,False,0.0,2399.0,"Reed Hall, 15, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Reed Hall,us,40.0
990,50,766.0943329063285,0.6378803771076841,0.0005311243772753,5,29:03:2013 ,21,13,43.7086625,-72.2835811,1364566385,True,1.0,1201.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,2.0
991,50,7.178761512315532,0.0059823012602629,4.985251050219119e-06,5,29:03:2013 ,21,53,43.7086446,-72.2836003,1364568785,False,0.0,2400.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,2.0
0,50,379.4479026523589,0.1581032927718162,6.587637198825674e-05,5,29:03:2013 ,22,33,43.7058802,-72.2888155,1364571185,True,1.0,2400.0,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,91.0
1,50,0.9059381962908112,0.000754948496909,6.291237474241745e-07,5,29:03:2013 ,22,53,43.7058868,-72.2887888,1364572385,False,0.0,1200.0,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,91.0
200,50,42.74384793072723,0.0380961211503807,3.395376216611477e-05,5,29:03:2013 ,23,11,43.7055754,-72.2888308,1364573507,True,1.0,1122.0,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,46.0
826,50,363.7512493795943,0.0470023581056459,6.073440768270576e-06,6,30:03:2013 ,1,20,43.7029254,-72.2909516,1364581246,True,1.0,7739.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,13.0
827,50,4.282687717451863,0.0015383217375904,5.525580953988751e-07,6,30:03:2013 ,2,7,43.7029566,-72.2909373,1364584030,False,0.0,2784.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,13.0
565,50,341.6654661512632,0.2847212217927193,0.0002372676848272,6,30:03:2013 ,2,27,43.7054457,-72.2909325,1364585230,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
566,50,5.970971244973366,0.0049758093708111,4.146507809009282e-06,6,30:03:2013 ,3,7,43.7054598,-72.290941,1364587630,False,0.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
586,50,221.54259143901072,0.0615225191444073,1.708484286154049e-05,6,30:03:2013 ,4,7,43.7070738,-72.2908501,1364591231,True,1.0,3601.0,"Little Hall, 4.5, Choate Road, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Little Hall,us,202.0
839,50,586.4196559101359,0.1629396098666674,4.527357873483395e-05,6,30:03:2013 ,5,7,43.7028016,-72.2899663,1364594830,True,1.0,3599.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,12.0
840,50,0.5490629336816444,0.000456791126191,3.800258953336538e-07,6,30:03:2013 ,7,47,43.7028075,-72.289978,1364604430,False,0.0,9600.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,12.0
988,50,393.39303560081214,0.1639137648336717,6.82974020140299e-05,6,30:03:2013 ,8,27,43.6999416,-72.2878214,1364606830,True,1.0,2400.0,"7, South Street, Hanover, Grafton County, New Hampshire, 03755, United States",yes,building,,us,2.0
