,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
95,60,0.0,0.0,0.0,3,27:03:2013 ,11,17,43.7053523,-72.2903734,1364357861,False,0.0,,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,8.0
149,60,43.306681970589466,0.0314500232175667,2.2839523033817563e-05,3,27:03:2013 ,11,40,43.7056678,-72.2908848,1364359238,True,1.0,1377.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,284.0
150,60,1.180466421474258,0.0009845424699535,8.211363385767387e-07,3,27:03:2013 ,19,0,43.7056621,-72.2908979,1364385636,False,0.0,26398.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,284.0
1211,60,399.63232042815815,0.1664441151304282,6.93228301251263e-05,3,27:03:2013 ,19,40,43.7027507,-72.2840455,1364388037,True,1.0,2401.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,4.0
1212,60,8.373211062270595,0.0069834954647794,5.82443324835653e-06,3,27:03:2013 ,20,0,43.7028117,-72.2840468,1364389236,False,0.0,1199.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,4.0
151,60,393.4278731084602,0.3278565609237168,0.0002732138007697,3,27:03:2013 ,20,20,43.7056779,-72.2909307,1364390436,True,1.0,1200.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,284.0
152,60,0.0549054088726233,4.575450739385282e-05,3.8128756161544024e-08,3,27:03:2013 ,20,40,43.7056783,-72.2909003,1364391636,False,0.0,1200.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,284.0
1386,60,424.7720019662465,0.3533876888238323,0.0002939997411179,3,27:03:2013 ,21,0,43.7087729,-72.2838739,1364392838,True,1.0,1202.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,10.0
1387,60,10.761272144790237,0.0089677267873251,7.473105656104329e-06,3,27:03:2013 ,22,0,43.7087484,-72.2839044,1364396436,False,0.0,3598.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,10.0
863,60,784.6522601533636,0.6533324397613353,0.000543990374489,3,27:03:2013 ,22,20,43.703032,-72.2875488,1364397637,True,1.0,1201.0,"Reed Hall, 15, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Reed Hall,us,2.0
