,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
592,28,0.0,0.0,0.0,4,28:03:2013 ,0,9,43.7066012,-72.2869874,1364404188,False,0.0,,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,17.0
593,28,1.482438366553792,0.0012353653054614,1.0294710878845778e-06,4,28:03:2013 ,2,9,43.7066042,-72.2870163,1364411388,False,0.0,7200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,17.0
678,28,314.21999913748454,0.004039855993025,5.1939521638274627e-08,4,28:03:2013 ,23,46,43.7088934,-72.2840038,1364489168,True,1.0,77780.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,15.0
291,28,511.6321664166711,0.4256507208125383,0.0003541187361169,5,29:03:2013 ,0,6,43.705166,-72.2885662,1364490370,True,1.0,1202.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,35.0
292,28,2.868815637406589,0.0023906796978388,1.9922330815323536e-06,5,29:03:2013 ,0,46,43.7051899,-72.2885786,1364492767,False,0.0,2397.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,35.0
727,28,525.0125966214625,0.437146208677321,0.0003639851862425,5,29:03:2013 ,1,6,43.7013651,-72.287182,1364493968,True,1.0,1201.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,2.0
728,28,3.9944655706981007,0.0033314975568791,2.778563433593953e-06,5,29:03:2013 ,1,26,43.701336,-72.2871558,1364495167,False,0.0,1199.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,2.0
731,28,25.28457041217659,0.0210704753434804,1.7558729452900407e-05,5,29:03:2013 ,1,46,43.7011518,-72.2876422,1364496367,True,1.0,1200.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,1.0
553,28,257.9370798706579,0.2147685927316052,0.0001788248066041,5,29:03:2013 ,2,6,43.7030309,-72.2870034,1364497568,True,1.0,1201.0,"Bartlett Hall, 5, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Bartlett Hall,us,39.0
628,28,8.126122988516734,0.0067717691570972,5.643140964247732e-06,5,29:03:2013 ,2,46,43.7029645,-72.2869498,1364499967,False,0.0,2399.0,"Bartlett Hall, 5, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Bartlett Hall,us,3.0
0,28,170.14013608040474,0.1417834467336706,0.000118152872278,5,29:03:2013 ,3,6,43.704204,-72.2859116,1364501167,True,1.0,1200.0,"Ripley Hall, 1, Ivy Lane, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Ripley Hall,us,291.0
1,28,4.982706109418972,0.0041145384883723,3.397637067194382e-06,5,29:03:2013 ,4,46,43.704221,-72.2859535,1364507167,False,0.0,6000.0,"Ripley Hall, 1, Ivy Lane, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Ripley Hall,us,291.0
704,28,362.5323430350242,0.1509922295023008,6.288722594848014e-05,5,29:03:2013 ,5,26,43.7015799,-72.2881365,1364509568,True,1.0,2401.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,11.0
2,28,365.12664468790183,0.3045259755528789,0.0002539832990432,5,29:03:2013 ,5,46,43.7042399,-72.2859581,1364510767,True,1.0,1199.0,"Ripley Hall, 1, Ivy Lane, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Ripley Hall,us,291.0
3,28,10.555653688274264,0.0087963780735618,7.330315061301572e-06,5,29:03:2013 ,19,26,43.7041407,-72.2859926,1364559967,False,0.0,49200.0,"Ripley Hall, 1, Ivy Lane, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Ripley Hall,us,291.0
442,28,225.77194717131897,0.0940324644611907,3.916387524414441e-05,5,29:03:2013 ,20,6,43.7057855,-72.2902303,1364562368,True,1.0,2401.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,45.0
443,28,1.9491406458100224,0.0016242838715083,1.3535698929236264e-06,5,29:03:2013 ,20,46,43.7057954,-72.2902273,1364564767,False,0.0,2399.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,45.0
676,28,420.5715342267076,0.3731779363147361,0.0003311250544052,5,29:03:2013 ,21,4,43.7088594,-72.2839637,1364565894,True,1.0,1127.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,1.0
645,28,31.473983373105405,0.0247242603088023,1.9422042662059982e-05,5,29:03:2013 ,21,26,43.7086301,-72.2837004,1364567167,True,1.0,1273.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,9.0
646,28,7.014048650174437,0.005845040541812,4.870867118176692e-06,5,29:03:2013 ,21,46,43.7086812,-72.2836957,1364568367,False,0.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,9.0
715,28,37.829159181298195,0.0315242993177484,2.627024943145708e-05,5,29:03:2013 ,22,6,43.7089568,-72.2840126,1364569567,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,10.0
554,28,804.3763877441493,0.6697555268477513,0.0005576648849689,5,29:03:2013 ,22,26,43.7030967,-72.2868654,1364570768,True,1.0,1201.0,"Bartlett Hall, 5, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Bartlett Hall,us,39.0
629,28,15.126666447315708,0.012605555372763,1.0504629477302577e-05,5,29:03:2013 ,23,26,43.7029588,-72.2870161,1364574367,False,0.0,3599.0,"Bartlett Hall, 5, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Bartlett Hall,us,3.0
