,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
779,6,0.0,0.0,0.0,3,27:03:2013 ,21,24,43.7087869,-72.2837961,1364394299,False,0.0,,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,5.0
887,6,15.647772687577785,0.0130398105729814,1.0866508810817905e-05,3,27:03:2013 ,22,4,43.7087932,-72.2836579,1364396697,False,0.0,2398.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,1.0
263,6,353.8891819197792,0.2946620998499411,0.0002453472937967,3,27:03:2013 ,22,24,43.706215,-72.2886204,1364397898,True,1.0,1201.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,9.0
624,6,127.22891155193352,0.0530341440399889,2.210677117131678e-05,4,28:03:2013 ,1,4,43.7070465,-72.2876449,1364407497,True,1.0,9599.0,"Winfred-Raven House, 5, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Winfred-Raven House,us,43.0
625,6,3.3217522038994316,0.0027704355328602,2.3106217955464916e-06,4,28:03:2013 ,1,44,43.7070071,-72.2876942,1364409897,False,0.0,2400.0,"Winfred-Raven House, 5, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Winfred-Raven House,us,43.0
667,6,576.619100114028,0.4801158202448193,0.00039976338072,4,28:03:2013 ,2,4,43.7028063,-72.2899183,1364411098,True,1.0,1201.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,27.0
0,6,181.2176220267192,0.0755388170182239,3.1487626935483086e-05,4,28:03:2013 ,3,4,43.7040582,-72.2907602,1364414697,True,1.0,3599.0,"North Massachusetts Hall, 14, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,North Massachusetts Hall,us,223.0
1,6,1.551091951201113,0.0012925766260009,1.077147188334106e-06,4,28:03:2013 ,5,4,43.7040476,-72.2907308,1364421897,False,0.0,7200.0,"North Massachusetts Hall, 14, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,North Massachusetts Hall,us,223.0
697,6,163.44171862059815,0.1359748075046573,0.0001131237999206,4,28:03:2013 ,5,24,43.7028569,-72.2840475,1364423099,True,1.0,1202.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,2.0
721,6,5.710253652561775,0.0047664888585657,3.978705224178427e-06,4,28:03:2013 ,5,44,43.7028153,-72.2841068,1364424297,False,0.0,1198.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,20.0
481,6,44.63877425571977,0.0371680052087591,3.0947548050590485e-05,4,28:03:2013 ,6,4,43.7031405,-72.2908838,1364425498,True,1.0,1201.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,11.0
548,6,1.18048308264926,0.0009845563658459,8.211479281450555e-07,4,28:03:2013 ,6,24,43.7031491,-72.2909396,1364426697,False,0.0,1199.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,11.0
2,6,128.45269064704354,0.1070439088725362,8.920325739378023e-05,4,28:03:2013 ,6,44,43.7040849,-72.2907061,1364427897,True,1.0,1200.0,"North Massachusetts Hall, 14, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,North Massachusetts Hall,us,223.0
3,6,0.3294354715377071,0.0002740727716619,2.28013953129772e-07,4,28:03:2013 ,9,4,43.7040453,-72.290757,1364436299,False,0.0,8402.0,"North Massachusetts Hall, 14, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,North Massachusetts Hall,us,223.0
699,6,403.0884301814411,0.3359070251512009,0.0002799225209593,4,28:03:2013 ,9,24,43.7069819,-72.292791,1364437499,True,1.0,1200.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,22.0
700,6,2.5256302093928467,0.0021046918411607,1.7539098676339211e-06,4,28:03:2013 ,10,44,43.7069793,-72.2927724,1364442297,False,0.0,4798.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,22.0
4,6,400.1646963756653,0.3334705803130544,0.0002778921502608,4,28:03:2013 ,11,4,43.704064,-72.2907812,1364443497,True,1.0,1200.0,"North Massachusetts Hall, 14, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,North Massachusetts Hall,us,223.0
5,6,0.301982530444492,0.0002516521087037,2.0971009058645282e-07,4,28:03:2013 ,20,24,43.7040368,-72.2907609,1364477097,False,0.0,33600.0,"North Massachusetts Hall, 14, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,North Massachusetts Hall,us,223.0
722,6,174.7386986749911,0.1456155822291592,0.0001213463185242,4,28:03:2013 ,20,44,43.7027638,-72.2840523,1364478297,True,1.0,1200.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,20.0
580,6,7.1103642757293875,0.0059253035631078,4.937752969256519e-06,4,28:03:2013 ,22,24,43.7028532,-72.2899231,1364484297,False,0.0,6000.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,8.0
6,6,165.44578774496637,0.1378714897874719,0.0001148929081562,4,28:03:2013 ,22,44,43.7040585,-72.2907111,1364485497,True,1.0,1200.0,"North Massachusetts Hall, 14, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,North Massachusetts Hall,us,223.0
784,6,634.4844376899844,0.5287370314083203,0.0004406141928402,4,28:03:2013 ,23,4,43.7086809,-72.2836199,1364486697,True,1.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,8.0
785,6,1.4275162663619672,0.0011895968886349,9.91330740529144e-07,4,28:03:2013 ,23,44,43.7087212,-72.2836671,1364489097,False,0.0,2400.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,8.0
7,6,642.2123001038262,0.5351769167531886,0.0004459807639609,5,29:03:2013 ,0,4,43.7040425,-72.2907623,1364490297,True,1.0,1200.0,"North Massachusetts Hall, 14, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,North Massachusetts Hall,us,223.0
