,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
0,10,181.6948856276919,0.151160470572123,0.0001257574630383,3,27:03:2013 ,20,8,43.7058374,-72.2887686,1364389714,True,1.0,,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,49.0
1,10,5.010112923022299,0.0041750941025185,3.479245085432152e-06,3,27:03:2013 ,20,48,43.705896,-72.2887462,1364392112,False,0.0,2398.0,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,49.0
657,10,378.7478367346289,0.3153603969480673,0.0002625815128626,3,27:03:2013 ,21,8,43.7086553,-72.2836511,1364393313,True,1.0,1201.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,12.0
658,10,0.6725798803801729,0.0005600165531891,4.662918844206104e-07,3,27:03:2013 ,22,8,43.7086865,-72.2836329,1364396913,False,0.0,3600.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,12.0
296,10,208.23985716448823,0.1770747084732043,0.0001505737316949,3,27:03:2013 ,22,28,43.7071694,-72.2889397,1364398089,True,1.0,1176.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
297,10,6.931751568681203,0.0057764596405676,4.813716367139724e-06,3,27:03:2013 ,23,8,43.7071488,-72.2889521,1364400512,False,0.0,2423.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
182,10,259.0704039580038,0.2155327819950114,0.0001793117986647,3,27:03:2013 ,23,28,43.7052614,-72.2881424,1364401714,True,1.0,1202.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
260,10,177.5102463969084,0.1480485791467126,0.0001234767132166,3,27:03:2013 ,23,48,43.7039682,-72.2871384,1364402913,True,1.0,1199.0,"Wentworth Hall, 27, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",educational_institution,office,Wentworth Hall,us,36.0
261,10,2.731570018921288,0.002276308349101,1.8969236242508936e-06,4,28:03:2013 ,0,28,43.7039776,-72.2870775,1364405312,False,0.0,2399.0,"Wentworth Hall, 27, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",educational_institution,office,Wentworth Hall,us,36.0
546,10,156.0294334653744,0.1299162643342001,0.0001081734091042,4,28:03:2013 ,0,48,43.7028409,-72.289963,1364406513,True,1.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,13.0
547,10,1.3040241519225633,0.0010857819749563,9.04064925026094e-07,4,28:03:2013 ,1,28,43.7028476,-72.2900604,1364408913,False,0.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,13.0
298,10,585.1566901908072,0.2439169196293485,0.0001016744141848,4,28:03:2013 ,2,8,43.7071106,-72.2889127,1364411312,True,1.0,2399.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
676,10,753.1978409403181,0.0627664867450265,5.230540562085542e-06,4,28:03:2013 ,8,8,43.7016474,-72.2880376,1364432913,True,1.0,21601.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,32.0
677,10,4.268992541155708,0.0035604608349922,2.9695253002437447e-06,4,28:03:2013 ,8,28,43.7016163,-72.2880153,1364434112,False,0.0,1199.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,32.0
299,10,753.2528774781136,0.3138553656158807,0.0001307730690066,4,28:03:2013 ,9,8,43.7071039,-72.2888832,1364436512,True,1.0,2400.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
2,10,174.62584024586175,0.1456429026237379,0.0001214703107787,4,28:03:2013 ,20,28,43.7058699,-72.2887971,1364477312,True,1.0,40800.0,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,49.0
300,10,186.36184205399977,0.1553015350449998,0.0001294179458708,4,28:03:2013 ,22,8,43.7071607,-72.2889287,1364483312,True,1.0,6000.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
301,10,3.884525624827783,0.0032371046873564,2.697587239463738e-06,4,28:03:2013 ,22,28,43.7071324,-72.2889246,1364484512,False,0.0,1200.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
659,10,212.9067818416508,0.0887111591006878,3.696298295861992e-05,4,28:03:2013 ,23,8,43.7086835,-72.2836687,1364486912,True,1.0,2400.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,12.0
708,10,7.425830079716596,0.0061830392004301,5.1482424649709725e-06,4,28:03:2013 ,23,48,43.7087366,-72.2840363,1364489313,False,0.0,2401.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,29.0
302,10,218.2599509462529,0.1820349882787764,0.0001518223421841,5,29:03:2013 ,0,8,43.7071465,-72.288944,1364490512,True,1.0,1199.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
469,10,553.8326838057067,0.2646118890614938,0.0001264270850747,5,29:03:2013 ,4,28,43.7030735,-72.2906248,1364506113,True,1.0,15601.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,52.0
470,10,1.0294913809043658,0.0008579094840869,7.149245700724763e-07,5,29:03:2013 ,5,8,43.7030933,-72.2906465,1364508512,False,0.0,2399.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,52.0
303,10,555.3562348465942,0.4627968623721619,0.0003856640519768,5,29:03:2013 ,5,28,43.7071392,-72.2889216,1364509712,True,1.0,1200.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
780,10,871.9199671961841,0.7259949768494455,0.0006044920706489,5,29:03:2013 ,8,8,43.7007967,-72.2828735,1364519313,True,1.0,9601.0,"Leverone Field House, 26, South Park Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Leverone Field House,us,1.0
304,10,869.8062416347337,0.7248385346956114,0.0006040321122463,5,29:03:2013 ,10,48,43.7071098,-72.2887556,1364528912,True,1.0,9599.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
709,10,214.73232274508527,0.0894718011437855,3.727991714324397e-05,5,29:03:2013 ,21,8,43.7087242,-72.2840005,1364566112,True,1.0,37200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,29.0
710,10,6.863057705698974,0.0057192147547491,4.766012295624288e-06,5,29:03:2013 ,22,8,43.7087239,-72.2841425,1364569712,False,0.0,3600.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,29.0
160,10,439.82993596398336,0.3665249466366528,0.0003054374555305,5,29:03:2013 ,22,28,43.7055196,-72.2888838,1364570912,True,1.0,1200.0,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,1.0
187,10,21.04252566885458,0.0175354380573788,1.4612865047815682e-05,5,29:03:2013 ,22,48,43.7053663,-72.2889137,1364572112,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
115,10,29.443059230084707,0.0245154531474477,2.0412533844669205e-05,5,29:03:2013 ,23,8,43.7055808,-72.2888179,1364573313,True,1.0,1201.0,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,11.0
116,10,3.0197993139422,0.0025185982601686,2.100582368781185e-06,5,29:03:2013 ,23,28,43.7055588,-72.2887005,1364574512,False,0.0,1199.0,"Berry Library, 25, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",library,amenity,Berry Library,us,11.0
262,10,216.0401564738559,0.1800334637282132,0.0001500278864401,5,29:03:2013 ,23,48,43.7039849,-72.2870983,1364575712,True,1.0,1200.0,"Wentworth Hall, 27, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",educational_institution,office,Wentworth Hall,us,36.0
263,10,2.8825609396050726,0.0024021341163375,2.0017784302813004e-06,6,30:03:2013 ,0,28,43.704001,-72.2870706,1364578112,False,0.0,2400.0,"Wentworth Hall, 27, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",educational_institution,office,Wentworth Hall,us,36.0
305,10,435.68836449601,0.3630736370800083,0.0003025613642333,6,30:03:2013 ,0,48,43.7071751,-72.2889354,1364579312,True,1.0,1200.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
306,10,3.870799854185434,0.0032256665451545,2.688055454295441e-06,6,30:03:2013 ,1,48,43.707139,-72.2889159,1364582912,False,0.0,3600.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
251,10,385.4221192181482,0.3209176679584914,0.0002672087160353,6,30:03:2013 ,2,8,43.7043311,-72.29495,1364584113,True,1.0,1201.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
215,10,122.64559070497276,0.0255618154866554,5.327598058911094e-06,6,30:03:2013 ,3,28,43.7052044,-72.2915985,1364588915,True,1.0,4802.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
307,10,266.1120486339451,0.2223158301035464,0.0001857275105292,6,30:03:2013 ,3,48,43.7071431,-72.2889311,1364590112,True,1.0,1197.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
308,10,1.0431941584362088,0.0008693284653635,7.244403878029227e-07,6,30:03:2013 ,4,8,43.7071507,-72.2889048,1364591312,False,0.0,1200.0,"Alpha Theta, 33, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",social_centre,amenity,Alpha Theta,us,173.0
759,10,819.9506196537513,0.6821552576154337,0.0005675168532574,6,30:03:2013 ,4,28,43.7011772,-72.2893652,1364592514,True,1.0,1202.0,"38, South Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",commercial,building,,us,1.0
471,10,256.6055672683502,0.0713189458778071,1.982183042740611e-05,6,30:03:2013 ,5,28,43.7030466,-72.2906634,1364596112,True,1.0,3598.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,52.0
