,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
791,58,593.6808385314719,0.5117938263202344,0.0004412015744139,3,27:03:2013 ,20,48,43.7028015,-72.2899442,1364392095,True,1.0,,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,25.0
871,58,807.4660987574329,0.6522343285601234,0.0005268451765429,3,27:03:2013 ,21,8,43.7086841,-72.2836192,1364393333,True,1.0,1238.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,11.0
892,58,6.698345690045367,0.0054018916855204,4.356364262516498e-06,3,27:03:2013 ,22,8,43.7087369,-72.2841533,1364396935,False,0.0,3602.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,5.0
833,58,815.290005356661,0.6794083377972175,0.000566173614831,3,27:03:2013 ,22,28,43.7027973,-72.2900125,1364398135,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,10.0
834,58,6.108325649129267,0.0049904621316415,4.077174944151599e-06,3,27:03:2013 ,23,8,43.7028167,-72.2900215,1364400535,False,0.0,2400.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,10.0
0,58,590.8531823853269,0.2457791940038797,0.0001022376014991,3,27:03:2013 ,23,48,43.7071212,-72.2889219,1364402939,True,1.0,2404.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
1,58,0.0686311969578984,5.7192664131582e-05,4.7660553442985e-08,4,28:03:2013 ,0,28,43.7071424,-72.288742,1364405335,False,0.0,2396.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
908,58,243.8042457524901,0.2024952207246595,0.0001681853992729,4,28:03:2013 ,0,48,43.7089186,-72.2841924,1364406539,True,1.0,1204.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,49.0
909,58,2.470698175157225,0.0019531210870808,1.5439692387990595e-06,4,28:03:2013 ,1,48,43.7089452,-72.2841174,1364410096,False,0.0,3557.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,49.0
2,58,248.01816451476404,0.2001760811257175,0.0001615626159206,4,28:03:2013 ,2,8,43.7071383,-72.28884,1364411335,True,1.0,1239.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
816,58,618.2376510107946,0.5151980425089955,0.0004293317020908,4,28:03:2013 ,2,28,43.7026343,-72.284489,1364412535,True,1.0,1200.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,14.0
666,58,58.557536345816935,0.0485954658471509,4.0328187425021565e-05,4,28:03:2013 ,4,29,43.7031003,-72.2904817,1364419740,True,1.0,7205.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,3.0
653,58,2.4021451334327337,0.0019325383213457,1.5547371853143386e-06,4,28:03:2013 ,5,8,43.7032037,-72.2908674,1364422138,False,0.0,2398.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,11.0
3,58,539.1589325262181,0.4672087803520087,0.0004048602949324,4,28:03:2013 ,5,28,43.7071316,-72.2888463,1364423292,True,1.0,1154.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
462,58,143.0415826876172,0.119300736186503,9.95001969862411e-05,4,28:03:2013 ,10,48,43.7060697,-72.2913969,1364442538,True,1.0,19246.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,1.0
4,58,149.3831054995053,0.1247979160396869,0.000104258910643,4,28:03:2013 ,11,8,43.707158,-72.2888286,1364443735,True,1.0,1197.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
792,58,594.2572995690214,0.4952144163075178,0.0004126786802562,4,28:03:2013 ,19,48,43.7028138,-72.2899568,1364474939,True,1.0,31204.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,25.0
276,58,521.6453862810957,0.4347044885675797,0.0003622537404729,4,28:03:2013 ,20,8,43.7066141,-72.2869899,1364476139,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,89.0
277,58,2.8276137727594537,0.0023642255625079,1.9767772261771777e-06,4,28:03:2013 ,20,48,43.706598,-72.2870346,1364478535,False,0.0,2396.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,89.0
5,58,75.19245298303629,0.0626603774858635,5.221698123821965e-05,4,28:03:2013 ,21,8,43.7071458,-72.2888123,1364479735,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
1008,58,232.46646614874405,0.0993022068127911,4.241871286321706e-05,4,28:03:2013 ,23,7,43.7088486,-72.2838842,1364486834,True,1.0,7099.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,1.0
872,58,21.179393398775485,0.0162294202289467,1.2436337340189066e-05,4,28:03:2013 ,23,28,43.7086943,-72.2836817,1364488139,True,1.0,1305.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,11.0
873,58,0.7549365916569134,0.0006291138263807,5.242615219839677e-07,4,28:03:2013 ,23,48,43.7086888,-72.2836751,1364489339,False,0.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,11.0
957,58,975.452461969127,0.4143808249656444,0.0001760326359242,5,29:03:2013 ,0,28,43.7015824,-72.2879982,1364491693,True,1.0,2354.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,24.0
538,58,420.3206843688379,0.3376069753966569,0.0002711702613627,5,29:03:2013 ,0,48,43.7046445,-72.2893337,1364492938,True,1.0,1245.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,3.0
6,58,341.1269036171711,0.2840357232449385,0.000236499353243,5,29:03:2013 ,1,8,43.7071297,-72.2889101,1364494139,True,1.0,1201.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
866,58,576.687311571256,0.0686532513775304,8.173006116372675e-06,5,29:03:2013 ,5,8,43.7029359,-72.2840668,1364508539,True,1.0,14400.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,1.0
7,58,573.1184889981572,0.495777239617783,0.000428873044652,5,29:03:2013 ,5,28,43.7071112,-72.2888788,1364509695,True,1.0,1156.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
506,58,269.46128861183723,0.2251138584894212,0.0001880650446862,5,29:03:2013 ,20,48,43.7051794,-72.2885839,1364564935,True,1.0,55240.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,6.0
874,58,485.7858618616312,0.4082234133291018,0.0003430448851505,5,29:03:2013 ,21,8,43.7087185,-72.2837154,1364566125,True,1.0,1190.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,11.0
875,58,2.0177391633700132,0.0016814493028083,1.401207752340287e-06,5,29:03:2013 ,22,8,43.7087241,-72.2837672,1364569735,False,0.0,3610.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,11.0
8,58,219.371791728446,0.1823539415864056,0.0001515826613353,5,29:03:2013 ,22,28,43.7071259,-72.2888886,1364570938,True,1.0,1203.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
9,58,1.7844113354936149,0.001490736286962,1.2453937234436794e-06,5,29:03:2013 ,22,48,43.7071129,-72.2888998,1364572135,False,0.0,1197.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
835,58,590.9218427963835,0.4924348689969863,0.0004103623908308,5,29:03:2013 ,23,8,43.7028079,-72.2900348,1364573335,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,10.0
10,58,595.0259886707848,0.5125116181488242,0.0004414398089137,5,29:03:2013 ,23,28,43.7071428,-72.288823,1364574496,True,1.0,1161.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
489,58,0.439239658406434,0.0003648169920319,3.0300414620591525e-07,6,30:03:2013 ,0,28,43.707143,-72.2889549,1364578139,False,0.0,3643.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,15.0
910,58,249.0887937369845,0.2082682221881141,0.0001741373095218,6,30:03:2013 ,0,48,43.7089577,-72.284104,1364579335,True,1.0,1196.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,49.0
911,58,4.762956821383394,0.0038349088738996,3.087688304267048e-06,6,30:03:2013 ,1,48,43.7089269,-72.2841041,1364582935,False,0.0,3600.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,49.0
467,58,374.2724808388988,0.3118937340324156,0.000259911445027,6,30:03:2013 ,2,8,43.7062002,-72.289459,1364584135,True,1.0,1200.0,"Haldeman Center, 29, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Haldeman Center,us,2.0
869,58,497.96821700415586,0.428175595016471,0.0003681647420605,6,30:03:2013 ,2,28,43.7025724,-72.2844313,1364585298,True,1.0,1163.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,2.0
843,58,36.5813410136216,0.0304844508446846,2.540370903723722e-05,6,30:03:2013 ,4,8,43.7028304,-72.2840589,1364591335,True,1.0,6037.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,10.0
654,58,24.94116808939795,0.0103921533705824,4.3300639044093666e-06,6,30:03:2013 ,4,48,43.7030121,-72.2909672,1364593735,True,1.0,2400.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,11.0
11,58,564.964858282364,0.2656158242982435,0.0001248781496465,6,30:03:2013 ,5,24,43.707128,-72.2888276,1364595862,True,1.0,2127.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
278,58,74.94537007143293,0.0624544750595274,5.2045395882939536e-05,0,31:03:2013 ,0,19,43.7066232,-72.2870342,1364663954,True,1.0,68092.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,89.0
12,58,72.04912413884982,0.0575472237530749,4.596423622450075e-05,0,31:03:2013 ,2,59,43.7071721,-72.2887662,1364673554,True,1.0,9600.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
13,58,5.723841494437419,0.0023849339560155,9.937224816731632e-07,0,31:03:2013 ,3,39,43.7071304,-72.288926,1364675954,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
655,58,557.2093468998129,0.2322673392662829,9.681839902721258e-05,0,31:03:2013 ,4,19,43.703071,-72.2908423,1364678353,True,1.0,2399.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,11.0
629,58,1.2079365278139709,0.0010066137731783,8.388448109819243e-07,0,31:03:2013 ,5,19,43.7030891,-72.2906157,1364681954,False,0.0,3601.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,24.0
14,58,556.2759059985096,0.4631772739371437,0.0003856596785488,0,31:03:2013 ,5,39,43.7071417,-72.288837,1364683155,True,1.0,1201.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,276.0
982,58,804.1786880679041,0.334934897154479,0.0001394980829464,0,31:03:2013 ,6,19,43.7012831,-72.2878769,1364685556,True,1.0,2401.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,1.0
836,58,198.816580464836,0.0828402418603483,3.451676744181181e-05,0,31:03:2013 ,9,19,43.7027346,-72.290012,1364696356,True,1.0,10800.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,10.0
