,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
134,47,143.54987168901894,0.1197246636272051,9.985376449308184e-05,1,01:04:2013 ,3,32,43.7055512,-72.2886192,1364761949,True,1.0,,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,58.0
135,47,1.1667407918104338,0.0009722839931753,8.102366609794679e-07,1,01:04:2013 ,4,12,43.7055514,-72.2886018,1364764349,False,0.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,58.0
269,47,35.11200861292944,0.0292600071774412,2.4383339314534336e-05,1,01:04:2013 ,4,32,43.7058072,-72.2878776,1364765549,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,56.0
209,47,0.1372634367129231,0.0001143861972607,9.532183105064105e-08,1,01:04:2013 ,5,12,43.7057882,-72.2878497,1364767949,False,0.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,29.0
136,47,34.05508239881407,0.028379235332345,2.364936277695421e-05,1,01:04:2013 ,5,32,43.7055401,-72.2886109,1364769149,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,58.0
0,47,87.38216620745085,0.0726368796404412,6.037978357476415e-05,1,01:04:2013 ,8,12,43.7049354,-72.2889206,1364778752,True,1.0,9603.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
769,47,522.9131614278278,0.4357609678565232,0.0003631341398804,1,01:04:2013 ,8,32,43.7011259,-72.2893375,1364779952,True,1.0,1200.0,"38, South Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",commercial,building,,us,9.0
745,47,4.859251499744845,0.0040493762497873,3.3744802081561423e-06,1,01:04:2013 ,9,12,43.7011952,-72.2893762,1364782349,False,0.0,2397.0,"South Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",bench,amenity,,us,6.0
210,47,630.9532455456974,0.5257943712880812,0.0004381619760734,1,01:04:2013 ,9,32,43.7057918,-72.2878988,1364783549,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,29.0
42,47,205.1959742975715,0.1709966452479762,0.0001424972043733,1,01:04:2013 ,11,52,43.7042923,-72.2970556,1364791949,True,1.0,8400.0,"French Hall, 62, Thayer Drive, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,French Hall,us,92.0
43,47,23.81541374910812,0.0198461781242567,1.6538481770213966e-05,1,01:04:2013 ,15,32,43.704324,-72.2970498,1364805149,True,1.0,13200.0,"French Hall, 62, Thayer Drive, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,French Hall,us,92.0
370,47,200.3934204522391,0.0556648390145108,1.5462455281808573e-05,1,01:04:2013 ,22,52,43.7028113,-72.2899118,1364831549,True,1.0,26400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,10.0
580,47,472.2856401996388,0.1967856834165161,8.199403475688173e-05,1,01:04:2013 ,23,32,43.706252,-72.289115,1364833949,True,1.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
581,47,1.894230542007613,0.0015798419866618,1.3176330163985788e-06,2,02:04:2013 ,0,32,43.7062405,-72.2891256,1364837549,False,0.0,3600.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
630,47,53.71098734456625,0.0447591561204718,3.72992967670599e-05,2,02:04:2013 ,0,52,43.7066318,-72.2872794,1364838749,True,1.0,1200.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,17.0
647,47,636.5782539518686,0.5295992129383267,0.0004405983468704,2,02:04:2013 ,3,32,43.701976,-72.2882763,1364848351,True,1.0,9602.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,14.0
608,47,52.806317768559786,0.044041966445838,3.673224891229193e-05,2,02:04:2013 ,3,52,43.7023607,-72.2864241,1364849550,True,1.0,1199.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
358,47,102.22183549538651,0.0851848629128221,7.098738576068508e-05,2,02:04:2013 ,4,12,43.7031054,-72.2831484,1364850750,True,1.0,1200.0,"Berry Sports Center, 6, South Park Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Berry Sports Center,us,4.0
359,47,2.0452560838387392,0.0017043800698656,1.4203167248880131e-06,2,02:04:2013 ,4,52,43.7030931,-72.2830845,1364853149,False,0.0,2399.0,"Berry Sports Center, 6, South Park Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Berry Sports Center,us,4.0
530,47,90.6503140096967,0.0755419283414139,6.295160695117827e-05,2,02:04:2013 ,5,12,43.7024327,-72.2865267,1364854349,True,1.0,1200.0,"New Hampshire Hall, 10, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,New Hampshire Hall,us,39.0
675,47,113.0251000346696,0.0941875833622246,7.848965280185389e-05,2,02:04:2013 ,7,12,43.7016177,-72.2880936,1364861549,True,1.0,7200.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,29.0
676,47,4.570979870381667,0.0038091498919847,3.174291576653935e-06,2,02:04:2013 ,7,52,43.7015873,-72.2879837,1364863949,False,0.0,2400.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,29.0
137,47,548.9781763187194,0.2287409067994664,9.530871116644434e-05,2,02:04:2013 ,8,32,43.7055867,-72.2887528,1364866349,True,1.0,2400.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,58.0
270,47,31.87258767827748,0.0265604897318978,2.2133741443248245e-05,2,02:04:2013 ,11,32,43.7058057,-72.2878651,1364877149,True,1.0,10800.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,56.0
271,47,7.851468214997267,0.0065428901791643,5.452408482636991e-06,2,02:04:2013 ,12,32,43.7058252,-72.2877466,1364880749,False,0.0,3600.0,"Dartmouth College, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,56.0
340,47,253.21112103892813,0.2108335728883664,0.0001755483537788,2,02:04:2013 ,12,52,43.7039805,-72.2967551,1364881950,True,1.0,1201.0,"Channing Cox Parking Lot, 49, Engineering Drive, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Channing Cox Parking Lot,us,13.0
